Currency Name,Buying Rate,Cash Buying Rate,Selling Rate,Cash Selling Rate,Middle Rate,Pub Time
SEK,75.99,73.65,76.61,76.97,76.4,2021.03.23 11:23:34
SEK,76,73.66,76.62,76.98,76.4,2021.03.23 11:21:51
SEK,76,73.66,76.62,76.98,76.4,2021.03.23 10:58:54
SEK,76.01,73.67,76.63,76.99,76.4,2021.03.23 10:55:37
SEK,76.01,73.67,76.63,76.99,76.4,2021.03.23 10:50:15
SEK,76,73.66,76.62,76.98,76.4,2021.03.23 10:48:37
SEK,76.01,73.67,76.63,76.99,76.4,2021.03.23 10:37:55
SEK,76.01,73.67,76.63,76.99,76.4,2021.03.23 10:37:07
SEK,76.02,73.68,76.64,77,76.4,2021.03.23 10:35:32
SEK,76.02,73.68,76.64,77,76.4,2021.03.23 10:34:12
SEK,76.03,73.69,76.65,77.01,76.4,2021.03.23 10:32:08
SEK,76.02,73.68,76.64,77,76.4,2021.03.23 10:30:00
SEK,76.02,73.68,76.64,77,76.4,2021.03.23 10:30:00
SEK,76.02,73.68,76.64,77,76.4,2021.03.23 10:28:46
SEK,76.02,73.68,76.64,77,76.4,2021.03.23 10:28:46
SEK,76.07,73.73,76.69,77.05,76.4,2021.03.23 10:18:59
SEK,76.06,73.72,76.68,77.04,76.4,2021.03.23 10:18:14
SEK,76.08,73.74,76.7,77.06,76.4,2021.03.23 10:11:24
SEK,76.08,73.74,76.7,77.06,76.4,2021.03.23 10:11:24
SEK,76.08,73.74,76.7,77.06,76.4,2021.03.23 10:10:01
SEK,76.08,73.74,76.7,77.06,76.4,2021.03.23 10:10:01
SEK,76.08,73.74,76.7,77.06,76.4,2021.03.23 10:08:52
SEK,76.08,73.74,76.7,77.06,76.4,2021.03.23 10:08:00
SEK,76.07,73.73,76.69,77.05,76.4,2021.03.23 10:00:40
SEK,76.07,73.73,76.69,77.05,76.4,2021.03.23 09:56:55
SEK,76.05,73.71,76.67,77.03,76.4,2021.03.23 09:52:55
SEK,76.06,73.72,76.68,77.04,76.4,2021.03.23 09:47:07
SEK,76.08,73.74,76.7,77.06,76.4,2021.03.23 09:46:07
SEK,76.05,73.71,76.67,77.03,76.4,2021.03.23 09:42:47
SEK,76.07,73.73,76.69,77.05,76.4,2021.03.23 09:39:42
SEK,76.1,73.75,76.72,77.08,76.4,2021.03.23 09:36:38
SEK,76.1,73.75,76.72,77.08,76.4,2021.03.23 09:34:57
SEK,76.1,73.75,76.72,77.08,76.4,2021.03.23 09:33:23
SEK,76.08,73.74,76.7,77.06,76.4,2021.03.23 09:32:41
SEK,76.07,73.73,76.69,77.05,76.4,2021.03.23 09:32:14
SEK,76.08,73.74,76.7,77.06,76.4,2021.03.23 09:30:39
SEK,76.1,73.75,76.72,77.08,76.4,2021.03.23 09:17:59
SEK,76.1,73.75,76.72,77.08,76.4,2021.03.23 09:17:55
SEK,76.15,73.8,76.77,77.13,76.2,2021.03.23 08:26:38
SEK,76.12,73.77,76.74,77.1,76.2,2021.03.23 07:53:00
SEK,76.12,73.77,76.74,77.1,76.2,2021.03.23 07:41:55
SEK,76.12,73.77,76.74,77.1,76.2,2021.03.23 07:31:18
SEK,76.11,73.76,76.73,77.09,76.2,2021.03.23 07:29:15
SEK,76.14,73.79,76.76,77.12,76.2,2021.03.23 06:55:13
SEK,76.12,73.77,76.74,77.1,76.2,2021.03.23 05:30:00
SEK,76.12,73.77,76.74,77.1,76.2,2021.03.23 05:30:00
SEK,76.12,73.77,76.74,77.1,76.2,2021.03.23 05:30:00
SEK,76.12,73.77,76.74,77.1,76.2,2021.03.23 00:00:05
SEK,76.12,73.77,76.74,77.1,76.2,2021.03.22 23:36:58
SEK,76.12,73.77,76.74,77.1,76.2,2021.03.23 00:00:05
SEK,76.12,73.77,76.74,77.1,76.2,2021.03.22 23:36:58
SEK,76.04,73.7,76.66,77.02,76.2,2021.03.22 23:16:00
SEK,76.03,73.69,76.65,77.01,76.2,2021.03.22 23:14:52
SEK,76.09,73.75,76.71,77.07,76.2,2021.03.22 22:48:04
SEK,76.02,73.68,76.64,77,76.2,2021.03.22 22:40:50
SEK,76.01,73.67,76.63,76.99,76.2,2021.03.22 22:31:26
SEK,76,73.66,76.62,76.98,76.2,2021.03.22 22:15:09
SEK,76.04,73.7,76.66,77.02,76.2,2021.03.22 22:05:12
SEK,75.99,73.65,76.61,76.97,76.2,2021.03.22 21:47:07
SEK,75.98,73.64,76.6,76.96,76.2,2021.03.22 21:43:44
SEK,76.04,73.7,76.66,77.02,76.2,2021.03.22 21:25:26
SEK,76.16,73.81,76.78,77.14,76.2,2021.03.22 20:20:46
SEK,76.13,73.78,76.75,77.11,76.2,2021.03.22 19:37:37
SEK,76.08,73.74,76.7,77.06,76.2,2021.03.22 19:29:15
SEK,76.09,73.75,76.71,77.07,76.2,2021.03.22 19:23:26
SEK,76.03,73.69,76.65,77.01,76.2,2021.03.22 19:13:25
SEK,76,73.66,76.62,76.98,76.2,2021.03.22 19:10:08
SEK,76.01,73.67,76.63,76.99,76.2,2021.03.22 19:09:13
SEK,76,73.66,76.62,76.98,76.2,2021.03.22 19:07:22
SEK,76.01,73.67,76.63,76.99,76.2,2021.03.22 19:04:07
SEK,75.96,73.62,76.58,76.94,76.2,2021.03.22 19:00:40
SEK,75.96,73.62,76.58,76.94,76.2,2021.03.22 18:58:15
SEK,75.93,73.58,76.53,76.9,76.2,2021.03.22 18:54:52
SEK,75.92,73.57,76.52,76.89,76.2,2021.03.22 18:53:22
SEK,75.92,73.57,76.52,76.89,76.2,2021.03.22 18:50:27
SEK,75.92,73.57,76.52,76.89,76.2,2021.03.22 18:48:38
SEK,75.9,73.55,76.5,76.87,76.2,2021.03.22 18:45:38
SEK,75.9,73.55,76.5,76.87,76.2,2021.03.22 18:36:10
SEK,75.92,73.57,76.52,76.89,76.2,2021.03.22 18:15:09
SEK,75.93,73.58,76.53,76.9,76.2,2021.03.22 18:14:39
SEK,75.93,73.58,76.53,76.9,76.2,2021.03.22 18:14:29
SEK,75.88,73.53,76.48,76.85,76.2,2021.03.22 17:55:13
SEK,75.75,73.41,76.35,76.72,76.2,2021.03.22 17:17:53
SEK,75.79,73.45,76.39,76.76,76.2,2021.03.22 17:07:50
SEK,75.76,73.42,76.36,76.73,76.2,2021.03.22 17:00:09
SEK,75.76,73.42,76.36,76.73,76.2,2021.03.22 16:52:39
SEK,75.73,73.39,76.33,76.7,76.2,2021.03.22 16:47:59
SEK,75.75,73.41,76.35,76.72,76.2,2021.03.22 16:45:59
SEK,75.71,73.37,76.31,76.68,76.2,2021.03.22 16:41:45
SEK,75.71,73.37,76.31,76.68,76.2,2021.03.22 16:39:51
SEK,75.75,73.41,76.35,76.72,76.2,2021.03.22 16:33:05
SEK,75.72,73.38,76.32,76.69,76.2,2021.03.22 16:31:51
SEK,75.66,73.32,76.26,76.63,76.2,2021.03.22 16:29:06
SEK,75.65,73.31,76.25,76.62,76.2,2021.03.22 16:26:23
SEK,75.67,73.33,76.27,76.64,76.2,2021.03.22 16:22:16
SEK,75.66,73.32,76.26,76.63,76.2,2021.03.22 16:17:21
SEK,75.63,73.29,76.23,76.6,76.2,2021.03.22 16:12:16
SEK,75.62,73.28,76.22,76.59,76.2,2021.03.22 16:11:31
SEK,75.59,73.25,76.19,76.56,76.2,2021.03.22 16:07:11
SEK,75.62,73.28,76.22,76.59,76.2,2021.03.22 16:05:28
SEK,75.63,73.29,76.23,76.6,76.2,2021.03.22 16:03:53
SEK,75.65,73.31,76.25,76.62,76.2,2021.03.22 16:01:40
SEK,75.67,73.33,76.27,76.64,76.2,2021.03.22 15:58:32
SEK,75.7,73.36,76.3,76.67,76.2,2021.03.22 15:56:53
SEK,75.71,73.37,76.31,76.68,76.2,2021.03.22 15:55:55
SEK,75.67,73.33,76.27,76.64,76.2,2021.03.22 15:54:42
SEK,75.6,73.26,76.2,76.57,76.2,2021.03.22 15:48:42
SEK,75.64,73.3,76.24,76.61,76.2,2021.03.22 15:45:06
SEK,75.65,73.31,76.25,76.62,76.2,2021.03.22 15:41:11
SEK,75.66,73.32,76.26,76.63,76.2,2021.03.22 15:39:29
SEK,75.67,73.33,76.27,76.64,76.2,2021.03.22 15:38:29
SEK,75.67,73.33,76.27,76.64,76.2,2021.03.22 15:34:10
SEK,75.71,73.37,76.31,76.68,76.2,2021.03.22 15:29:38
SEK,75.68,73.34,76.28,76.65,76.2,2021.03.22 15:22:10
SEK,75.72,73.38,76.32,76.69,76.2,2021.03.22 15:18:49
SEK,75.7,73.36,76.3,76.67,76.2,2021.03.22 15:17:59
SEK,75.67,73.33,76.27,76.64,76.2,2021.03.22 15:10:12
SEK,75.68,73.34,76.28,76.65,76.2,2021.03.22 15:09:57
SEK,75.7,73.36,76.3,76.67,76.2,2021.03.22 15:09:17
SEK,75.67,73.33,76.27,76.64,76.2,2021.03.22 15:04:46
SEK,75.72,73.38,76.32,76.69,76.2,2021.03.22 15:02:58
SEK,75.72,73.38,76.32,76.69,76.2,2021.03.22 14:58:29
SEK,75.72,73.38,76.32,76.69,76.2,2021.03.22 14:52:34
SEK,75.73,73.39,76.33,76.7,76.2,2021.03.22 14:48:27
SEK,75.72,73.38,76.32,76.69,76.2,2021.03.22 14:47:43
SEK,75.75,73.41,76.35,76.72,76.2,2021.03.22 14:43:47
SEK,75.79,73.45,76.39,76.76,76.2,2021.03.22 14:39:26
SEK,75.77,73.43,76.37,76.74,76.2,2021.03.22 14:36:48
SEK,75.8,73.46,76.4,76.77,76.2,2021.03.22 14:32:25
SEK,75.8,73.46,76.4,76.77,76.2,2021.03.22 14:29:33
SEK,75.8,73.46,76.4,76.77,76.2,2021.03.22 14:28:36
SEK,75.77,73.43,76.37,76.74,76.2,2021.03.22 14:23:26
SEK,75.78,73.44,76.38,76.75,76.2,2021.03.22 14:22:29
SEK,75.76,73.42,76.36,76.73,76.2,2021.03.22 14:15:29
SEK,75.77,73.43,76.37,76.74,76.2,2021.03.22 14:14:40
SEK,75.77,73.43,76.37,76.74,76.2,2021.03.22 14:14:24
SEK,75.78,73.44,76.38,76.75,76.2,2021.03.22 14:01:44
SEK,75.79,73.45,76.39,76.76,76.2,2021.03.22 13:58:32
SEK,75.79,73.45,76.39,76.76,76.2,2021.03.22 13:56:45
SEK,75.8,73.46,76.4,76.77,76.2,2021.03.22 13:50:38
SEK,75.8,73.46,76.4,76.77,76.2,2021.03.22 13:47:04
SEK,75.81,73.47,76.41,76.78,76.2,2021.03.22 13:45:41
SEK,75.81,73.47,76.41,76.78,76.2,2021.03.22 13:43:10
SEK,75.81,73.47,76.41,76.78,76.2,2021.03.22 13:38:19
SEK,75.8,73.46,76.4,76.77,76.2,2021.03.22 13:32:59
SEK,75.81,73.47,76.41,76.78,76.2,2021.03.22 12:22:50
SEK,75.77,73.43,76.37,76.74,76.2,2021.03.22 11:58:39
SEK,75.78,73.44,76.38,76.75,76.2,2021.03.22 11:51:35
SEK,75.8,73.46,76.4,76.77,76.2,2021.03.22 11:42:16
SEK,75.8,73.46,76.4,76.77,76.2,2021.03.22 11:41:43
SEK,75.77,73.43,76.37,76.74,76.2,2021.03.22 11:32:56
SEK,75.8,73.46,76.4,76.77,76.2,2021.03.22 11:27:48
SEK,75.79,73.45,76.39,76.76,76.2,2021.03.22 11:22:48
SEK,75.79,73.45,76.39,76.76,76.2,2021.03.22 11:18:17
SEK,75.76,73.42,76.36,76.73,76.2,2021.03.22 11:09:19
SEK,75.76,73.42,76.36,76.73,76.2,2021.03.22 11:04:25
SEK,75.78,73.44,76.38,76.75,76.2,2021.03.22 11:03:05
SEK,75.77,73.43,76.37,76.74,76.2,2021.03.22 11:01:22
SEK,75.74,73.4,76.34,76.71,76.2,2021.03.22 10:50:25
SEK,75.73,73.39,76.33,76.7,76.2,2021.03.22 10:46:07
SEK,75.74,73.4,76.34,76.71,76.2,2021.03.22 10:45:15
SEK,75.73,73.39,76.33,76.7,76.2,2021.03.22 10:43:50
SEK,75.74,73.4,76.34,76.71,76.2,2021.03.22 10:41:22
SEK,75.74,73.4,76.34,76.71,76.2,2021.03.22 10:40:22
SEK,75.74,73.4,76.34,76.71,76.2,2021.03.22 10:38:49
SEK,75.74,73.4,76.34,76.71,76.2,2021.03.22 10:31:08
SEK,75.72,73.38,76.32,76.69,76.2,2021.03.22 10:30:00
SEK,75.72,73.38,76.32,76.69,76.2,2021.03.22 10:30:00
SEK,75.72,73.38,76.32,76.69,76.2,2021.03.22 10:30:00
SEK,75.72,73.38,76.32,76.69,76.2,2021.03.22 10:26:50
SEK,75.72,73.38,76.32,76.69,76.2,2021.03.22 10:25:29
SEK,75.72,73.38,76.32,76.69,76.2,2021.03.22 10:24:50
SEK,75.72,73.38,76.32,76.69,76.2,2021.03.22 10:24:01
SEK,75.72,73.38,76.32,76.69,76.2,2021.03.22 10:23:27
SEK,75.71,73.37,76.31,76.68,76.2,2021.03.22 10:21:22
SEK,75.71,73.37,76.31,76.68,76.2,2021.03.22 10:21:14
SEK,75.71,73.37,76.31,76.68,76.2,2021.03.22 10:19:16
SEK,75.71,73.37,76.31,76.68,76.2,2021.03.22 10:15:45
SEK,75.7,73.36,76.3,76.67,76.2,2021.03.22 10:11:18
SEK,75.7,73.36,76.3,76.67,76.2,2021.03.22 10:11:18
SEK,75.7,73.36,76.3,76.67,76.2,2021.03.22 10:10:28
SEK,75.69,73.35,76.29,76.66,76.2,2021.03.22 10:10:21
SEK,75.69,73.35,76.29,76.66,76.2,2021.03.22 10:10:21
SEK,75.69,73.35,76.29,76.66,76.2,2021.03.22 10:09:41
SEK,75.7,73.36,76.3,76.67,76.2,2021.03.22 10:09:26
SEK,75.71,73.37,76.31,76.68,76.2,2021.03.22 10:07:17
SEK,75.71,73.37,76.31,76.68,76.2,2021.03.22 10:03:59
SEK,75.71,73.37,76.31,76.68,76.2,2021.03.22 09:55:31
SEK,75.71,73.37,76.31,76.68,76.2,2021.03.22 09:54:40
SEK,75.72,73.38,76.32,76.69,76.2,2021.03.22 09:53:10
SEK,75.72,73.38,76.32,76.69,76.2,2021.03.22 09:52:18
SEK,75.71,73.37,76.31,76.68,76.2,2021.03.22 09:51:36
SEK,75.72,73.38,76.32,76.69,76.2,2021.03.22 09:50:02
SEK,75.71,73.37,76.31,76.68,76.2,2021.03.22 09:49:19
SEK,75.7,73.36,76.3,76.67,76.2,2021.03.22 09:47:13
SEK,75.68,73.34,76.28,76.65,76.2,2021.03.22 09:45:14
SEK,75.65,73.31,76.25,76.62,76.2,2021.03.22 09:39:32
SEK,75.65,73.31,76.25,76.62,76.2,2021.03.22 09:39:07
SEK,75.65,73.31,76.25,76.62,76.2,2021.03.22 09:38:08
SEK,75.67,73.33,76.27,76.64,76.2,2021.03.22 09:36:43
SEK,75.66,73.32,76.26,76.63,76.2,2021.03.22 09:35:32
SEK,75.66,73.32,76.26,76.63,76.2,2021.03.22 09:34:27
SEK,75.64,73.3,76.24,76.61,76.2,2021.03.22 09:34:11
SEK,75.65,73.31,76.25,76.62,76.2,2021.03.22 09:33:19
SEK,75.64,73.3,76.24,76.61,76.2,2021.03.22 09:32:31
SEK,75.66,73.32,76.26,76.63,76.2,2021.03.22 09:32:02
SEK,75.65,73.31,76.25,76.62,76.2,2021.03.22 09:26:34
SEK,75.65,73.31,76.25,76.62,76.2,2021.03.22 09:25:31
SEK,75.66,73.32,76.26,76.63,76.2,2021.03.22 09:16:57
SEK,75.67,73.33,76.27,76.64,76.2,2021.03.22 09:16:52
SEK,75.68,73.34,76.28,76.65,76.46,2021.03.22 09:14:38
SEK,75.7,73.36,76.3,76.67,76.46,2021.03.22 08:57:43
SEK,75.73,73.39,76.33,76.7,76.46,2021.03.22 08:22:30
SEK,75.73,73.39,76.33,76.7,76.46,2021.03.22 08:20:01
SEK,75.75,73.41,76.35,76.72,76.46,2021.03.22 08:16:47
SEK,75.73,73.39,76.33,76.7,76.46,2021.03.22 08:15:40
SEK,75.73,73.39,76.33,76.7,76.46,2021.03.22 08:12:06
SEK,75.75,73.41,76.35,76.72,76.46,2021.03.22 08:09:49
SEK,75.74,73.4,76.34,76.71,76.46,2021.03.22 08:05:24
SEK,75.75,73.41,76.35,76.72,76.46,2021.03.22 08:02:55
SEK,75.76,73.42,76.36,76.73,76.46,2021.03.22 07:30:07
SEK,75.77,73.43,76.37,76.74,76.46,2021.03.22 07:06:06
SEK,75.72,73.38,76.32,76.69,76.46,2021.03.22 05:57:54
SEK,75.86,73.51,76.46,76.83,76.46,2021.03.22 05:30:00
SEK,75.86,73.51,76.46,76.83,76.46,2021.03.22 05:30:00
SEK,75.86,73.51,76.46,76.83,76.46,2021.03.22 05:30:00
SEK,75.86,73.51,76.46,76.83,76.46,2021.03.22 00:00:05
SEK,75.86,73.51,76.46,76.83,76.46,2021.03.21 10:30:00
SEK,75.86,73.51,76.46,76.83,76.46,2021.03.21 10:30:00
SEK,75.86,73.51,76.46,76.83,76.46,2021.03.21 10:30:00
SEK,75.86,73.51,76.46,76.83,76.46,2021.03.21 10:30:00
SEK,75.86,73.51,76.46,76.83,76.46,2021.03.21 10:30:00
SEK,75.86,73.51,76.46,76.83,76.46,2021.03.21 05:30:00
SEK,75.86,73.51,76.46,76.83,76.46,2021.03.21 05:30:00
SEK,75.86,73.51,76.46,76.83,76.46,2021.03.21 05:30:00
SEK,75.86,73.51,76.46,76.83,76.46,2021.03.21 00:00:05
